"","Ticker","Company","Market_capital","Market_share","Sector","Analyst_advice","News_Sentiment","News_Score","Media_Buzz","Media_Score","HedgeFund_Sentiment","HedgeFund_Score","Investor_Sentiment","Investor_Score"
"184","CEO","CNOOC",64837099500,"Large","Materials","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.6507,"Hold",0.44
"185","AXAHY","AXA SA",64703982200,"Large","Financial",NA,"Hold",0.5,"ModerateSell",0.2857,"Neutral",0.5,"Hold",0.47
"186","SPGI","S&P Global",64680460000,"Large","Services","Moderate Buy","StrongBuy",1,"ModerateSell",0.3636,"Negative",0.0651,"Hold",0.42
"187","DUK","Duke Energy",64609477100,"Large","Utilities","Moderate Buy","StrongBuy",1,"ModerateSell",0.2295,"Positive",0.7925,"Hold",0.4
"188","TKPHF","Takeda Pharmaceutical Co",64338969400,"Large","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"189","SAN","Banco Santander SA",64264446000,"Large","Financial","Hold","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.48
"190","BX","Blackstone Group",64125451800,"Large","Financial","Moderate Buy","Hold",0.5,"StrongSell",0.1967,"Neutral",0.5,"StrongSell",0
"191","NAPRF","Naspers",63799610300,"Large","Services","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"192","VMW","VMware",63736038400,"Large","Technology","Moderate Buy","StrongBuy",1,"ModerateBuy",0.75,"Positive",0.707,"Hold",0.41
"193","AIQUY","Air Liquide",63592135500,"Large","Materials",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"194","SCHW","Charles Schwab",63473355000,"Large","Financial","Moderate Buy","StrongBuy",1,"ModerateSell",0.2392,"Positive",0.9055,"Hold",0.56
"195","TGT","Target",63339816800,"Large","Services","Moderate Buy","StrongBuy",1,"Hold",0.5152,"Negative",0.096,"StrongBuy",0.87
"196","TAK","Takeda Pharmaceutical Company",63244650000,"Large","Healthcare","Hold","Hold",0.5,NA,NA,"Positive",0.7756,"ModerateBuy",0.6
"197","NPSNY","Naspers",62423299400,"Large","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"198","FRCOF","FAST RETAILING CO",62359882000,"Large","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"199","IBDRY","Iberdrola",61960863900,"Large","Utilities","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"200","ADDYY","Adidas",61752574200,"Large","Consumer Goods","Hold","Hold",0.5,"ModerateSell",0.3684,"Neutral",0.5,"Hold",0.46
"201","EQNR","Equinor ASA",61673584300,"Large","Materials",NA,"Hold",0.5,"ModerateSell",0.2857,"Neutral",0.557,"Hold",0.56
"202","IDCBY","Industrial & Commercial Bank of China",61623882000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"203","LUKOY","Oil company LUKOIL PJSC",60789497500,"Large","Materials","Moderate Buy","Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.5
"204","AGN","Allergan",60711548400,"Large","Healthcare","Moderate Buy","ModerateBuy",0.6666,"ModerateSell",0.32835,"Negative",0.0884,"StrongBuy",1
"205","RTN","Raytheon",60546904200,"Large","Industrial Goods","Moderate Buy","StrongBuy",1,"ModerateSell",0.3636,"Positive",0.9996,"ModerateBuy",0.72
"206","NOVKY","Novatek OAO",60498476800,"Large","Materials",NA,"Hold",0.5,NA,NA,NA,NA,"Hold",0.5
"207","VALE","Vale SA",60308690400,"Large","Materials","Moderate Buy","StrongSell",0,"ModerateSell",0.27775,"Positive",0.635,"Hold",0.58
"208","BSX","Boston Scientific",60282715000,"Large","Healthcare","Strong Buy","Hold",0.5,"StrongSell",0.1818,"Negative",0.253,"Hold",0.4
"209","DDAIF","Daimler",60242690400,"Large","Consumer Goods","Hold","StrongSell",0,"ModerateSell",0.3466,"Neutral",0.5,"Hold",0.56
"210","RCRRF","Recruit Holdings Co",59770606000,"Large","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"211","TSLA","Tesla",59470035300,"Large","Consumer Goods","Hold","ModerateSell",0.4,"ModerateSell",0.28635,"Negative",0.1195,"StrongBuy",1
"212","NOC","Northrop",59284853400,"Large","Industrial Goods","Moderate Buy","StrongBuy",1,"Hold",0.44675,"Negative",0.3401,"Hold",0.59
"213","HEINY","Heineken",59104858800,"Large","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.4715,"Hold",0.5
"214","BAM","Brookfield Asset Mng",58832888400,"Large","Financial","Strong Buy","Hold",0.5,NA,NA,"Positive",0.9931,"StrongBuy",0.84
"215","CL","Colgate-Palmolive",58124724100,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0,"Negative",0.2619,"ModerateBuy",0.66
"216","PLD","Prologis",57836529400,"Large","Financial","Strong Buy","StrongBuy",1,"ModerateSell",0.3636,"Negative",0.0157,"Hold",0.58
"217","WBK","Westpac Banking",57720269400,"Large","Financial","Moderate Sell","StrongSell",0,"Hold",0.49615,"Neutral",0.5,"Hold",0.44
"218","NAUBF","National Australia Bank",57625020000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"219","EPD","Enterprise Products Partners",57618954400,"Large","Materials","Strong Buy","StrongBuy",1,"Hold",0.42855,"Positive",0.8018,"Hold",0.52
"220","ZTS","Zoetis",57403555500,"Large","Healthcare","Strong Buy","Hold",0.5,"StrongSell",0.08695,"Negative",0.3097,"ModerateSell",0.38
"221","WEBNF","Westpac Banking",57105432300,"Large","Financial",NA,"Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.47
"222","ZFSVF","Zurich Insurance Group",57053468300,"Large","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.54
"223","ZURVY","Zurich Insurance Group AG",57046192000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"224","VRTX","Vertex Pharmaceuticals",57023012500,"Large","Healthcare","Strong Buy","ModerateBuy",0.75,"ModerateSell",0.38095,"Positive",0.8125,"ModerateBuy",0.7
"225","RBGLY","Reckitt Benckiser Group",56859692400,"Large","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"226","VWAGY","Volkswagen AG",56081854500,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"ModerateSell",0.24485,"Neutral",0.5,"Hold",0.57
"227","ITW","Illinois Tool Works",56030708000,"Large","Industrial Goods","Hold","Hold",0.5,"Hold",0.5,"Positive",0.8311,"ModerateSell",0.38
"228","CSX","CSX",55632151000,"Large","Services","Hold","Hold",0.5,"ModerateSell",0.2105,"Negative",0.0499,"Hold",0.44
"229","CCI","Crown Castle",55571550900,"Large","Technology","Strong Buy","StrongBuy",1,"Hold",0.5,"Negative",0.3674,"Hold",0.58
"230","PBR","Petroleo Brasileiro SA- Petrobras",54811950300,"Large","Materials","Hold","StrongBuy",1,"ModerateSell",0.34145,"Negative",0.2826,"Hold",0.5
"231","MMC","Marsh & Mclennan Companies",54539470800,"Large","Financial","Moderate Buy","Hold",0.5,"Hold",0.4,"Negative",0.1922,"Hold",0.51
"232","GPN","Global Payments",54429242800,"Large","Technology","Strong Buy","StrongBuy",1,"ModerateSell",0.38295,"Positive",1,"ModerateSell",0.24
"233","LYG","Lloyds Banking",54259300000,"Large","Financial","Moderate Sell","Hold",0.5,"StrongSell",0,"Positive",0.776,"ModerateBuy",0.63
"234","BIIB","Biogen",54098316000,"Large","Healthcare","Hold","Hold",0.5,"ModerateSell",0.3846,"Neutral",0.5556,"StrongBuy",1
"235","E","Eni SPA",53863723500,"Large","Materials","Moderate Sell","Hold",0.5,"Hold",0.5,"Negative",0.3611,"Hold",0.54
"236","SHW","Sherwin-Williams Company",53828147200,"Large","Consumer Goods","Moderate Buy","StrongBuy",1,"Hold",0.4615,"Positive",0.6483,"Hold",0.5
"237","ECL","Ecolab",53806507500,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0,"Negative",0.3206,"Hold",0.5
"238","BAMXF","Bayerische Motoren Werke Aktiengesellschaft",53627280000,"Large","Consumer Goods","Moderate Buy","StrongSell",0,"ModerateSell",0.2857,"Neutral",0.5,"Hold",0.5
"239","AMAT","Applied Materials",53485356600,"Large","Consumer Goods","Moderate Buy","StrongBuy",1,"StrongSell",0.0833,"Neutral",0.461,"StrongBuy",1
"240","NOW","ServiceNow",53381344000,"Large","Technology","Strong Buy","StrongBuy",1,"ModerateSell",0.31425,"Negative",0.1813,"ModerateSell",0.2
"241","DANOY","Danone SA",53228714000,"Large","Consumer Goods","Hold","Hold",0.5,NA,NA,"Neutral",0.4988,"Hold",0.5
"242","WBA","Walgreens Boots Alliance",53195443600,"Large","Services","Hold","Hold",0.5,"StrongSell",0.1733,"Positive",0.875,"ModerateBuy",0.68
"243","SBGSY","Schneider Electric SE",53102875800,"Large","Industrial Goods",NA,"Hold",0.5,"Hold",0.4,"Neutral",0.5,"Hold",0.5
"244","VOD","Vodafone",53055563400,"Large","Technology",NA,"StrongBuy",1,"StrongSell",0.1923,"Negative",0.2279,"ModerateSell",0.2
"245","PBCRF","PT Bank Central Asia Tbk",53008250000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"246","DE","Deere",52914407600,"Large","Industrial Goods","Moderate Buy","StrongSell",0.1666,"StrongBuy",1,"Negative",0.0813,"ModerateBuy",0.68
"247","AMXVF","America Movil SAB de CV",52805440000,"Large","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"248","MU","Micron",52595945500,"Large","Consumer Goods","Moderate Buy","StrongBuy",1,"ModerateSell",0.31425,"Positive",0.807,"StrongBuy",1
"249","GD","General Dynamics",52578472400,"Large","Consumer Goods","Moderate Buy","StrongBuy",1,"Hold",0.41665,"Negative",0.1189,"Hold",0.52
"250","ICE","Intercontinental Exchange",52438564500,"Large","Financial","Moderate Buy","Hold",0.5,"ModerateSell",0.3684,"Positive",0.8571,"ModerateBuy",0.62
"251","APD","Air Products and Chemicals",52076497200,"Large","Consumer Goods","Moderate Buy","StrongBuy",1,"Hold",0.51545,"Positive",0.7658,"Hold",0.4
"252","GM","General Motors",51436080000,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"ModerateSell",0.27025,"Negative",0.3651,"Hold",0.4
"253","OLCLF","Oriental Land Co",51297012000,"Large","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"254","EW","Edwards Lifesciences",51087135800,"Large","Healthcare","Moderate Buy","StrongBuy",1,"StrongSell",0.05125,"Negative",0.3494,"ModerateBuy",0.72
"255","PSX","Phillips 66",50976749800,"Large","Materials","Moderate Buy","StrongBuy",1,"StrongSell",0.14285,"Negative",0.1214,"Hold",0.59
"256","UBER","Uber Technologies",50492272000,"Large","Technology","Strong Buy","ModerateSell",0.2857,"ModerateSell",0.23265,"Negative",0.1455,"StrongBuy",1
"257","NSC","Norfolk Southern",50454544500,"Large","Services","Moderate Buy","Hold",0.5,"StrongSell",0,"Neutral",0.575,"Hold",0.46
"258","NABZY","National Australia Bank",50436182300,"Large","Financial",NA,"Hold",0.5,"ModerateSell",0.2222,"Neutral",0.5,"Hold",0.48
"259","SLB","Schlumberger",50114918000,"Large","Utilities","Strong Buy","StrongBuy",1,"ModerateSell",0.38705,"Positive",0.8365,"ModerateBuy",0.72
"260","SMFG","Sumitomo Mitsui",49549519200,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5788,"Hold",0.42
"261","HMC","Honda Motor Company",49479670800,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0.1739,"Neutral",0.5,"Hold",0.56
"262","HNDAF","Honda Motor Co",49435681000,"Large","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"263","SMFNF","Sumitomo Mitsui Financial Group",49243402300,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"264","BMO","Bank Of Montreal",49157737600,"Large","Financial","Hold","StrongBuy",1,"Hold",0.4444,"Neutral",0.5,"Hold",0.48
"265","BMWYY","Bayerische Motoren Werke Aktiengesellschaft",49017060100,"Large","Consumer Goods",NA,"Hold",0.5,"StrongSell",0.1739,"Neutral",0.5,"Hold",0.52
"266","EQIX","Equinix",48340401200,"Large","Financial","Strong Buy","Hold",0.5,NA,NA,"Negative",0.0105,"Hold",0.56
"267","SU","Suncor Energy",48263998000,"Large","Utilities","Strong Buy","StrongBuy",1,"ModerateSell",0.30765,"Positive",0.7941,"ModerateSell",0.36
"268","WMMVY","Wal-Mart de Mexico",48210925400,"Large","Services",NA,"Hold",0.5,"StrongSell",0.075,"Neutral",0.5,"Hold",0.48
"269","LVS","Las Vegas Sands",48194321800,"Large","Services","Moderate Buy","Hold",0.5,"Hold",0.4,"Negative",0.0145,"ModerateSell",0.28
"270","WMMVF","Wal-Mart de Mexico SAB de CV",48018850000,"Large","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"271","DD","DuPont de Nemours",48011701700,"Large","Consumer Goods","Strong Buy","Hold",0.5,"Hold",0.42105,"Neutral",0.5,"Hold",0.53
"272","SEMHF","Siemens Healthineers AG",47988096000,"Large","Healthcare","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.47
"273","DBSDF","DBS Group Holdings",47902734200,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"274","WM","Waste Management",47901051300,"Large","Materials","Moderate Buy","StrongBuy",1,"ModerateSell",0.30765,"Negative",0.3601,"ModerateSell",0.25
"275","AON","Aon",47672634600,"Large","Financial","Moderate Sell","StrongBuy",1,"ModerateSell",0.2604,"Negative",0.1685,"Hold",0.5
"276","ANZBY","Australia & New Zealand Banking Group",47620944000,"Large","Financial","Moderate Sell","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"277","TRP","TC Energy",47313970000,"Large","Materials","Moderate Buy","Hold",0.5,"ModerateSell",0.2857,"Positive",0.6092,"Hold",0.51
"278","ILMN","Illumina",47151720000,"Large","Healthcare","Strong Buy","Hold",0.5,"StrongSell",0.1538,"Positive",0.6124,"Hold",0.54
"279","RELX","Relx",47113131000,"Large","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"280","ANEWF","Australia and New Zealand Banking Group",47110719600,"Large","Financial",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,NA,NA
"281","HCA","HCA Healthcare",47030421500,"Large","Healthcare","Strong Buy","StrongBuy",1,"ModerateSell",0.3333,"Positive",0.846,"Hold",0.54
"282","BBL","BHP Billiton",46908408400,"Large","Materials",NA,"Hold",0.5,"ModerateSell",0.2,"Positive",0.7366,"Hold",0.5
"283","DBSDY","DBS Group",46875573600,"Large","Financial","Moderate Buy","StrongSell",0,"Hold",0.4,"Neutral",0.5,"Hold",0.5
"284","KMB","Kimberly Clark",46738170000,"Large","Consumer Goods","Hold","Hold",0.5,"ModerateSell",0.2105,"Positive",0.7905,"Hold",0.52
"285","COF","Capital One Financial",46576757200,"Large","Financial","Moderate Buy","Hold",0.5,"ModerateSell",0.21685,"Positive",0.7519,"ModerateSell",0.32
"286","ABB","ABB",46560552100,"Large","Industrial Goods",NA,"Hold",0.5,"ModerateSell",0.2857,"Neutral",0.5,"Hold",0.45
"287","SPG","Simon Property",46401661500,"Large","Financial","Moderate Buy","Hold",0.5,"ModerateSell",0.2727,"Negative",0.0192,"StrongBuy",0.88
"288","NTDOF","Nintendo Co",46339236000,"Large","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"289","OLCLY","Oriental Land Co",46216775400,"Large","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"290","NTDOY","Nintendo Co",46115379700,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0,"Neutral",0.5,"ModerateSell",0.35
"291","BKFCF","Bank of Communications Co",46042936000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"292","PUK","Prudential",45954050800,"Large","Financial","Moderate Buy","Hold",0.5,"Hold",0.5,"Neutral",0.5507,"Hold",0.51
"293","DPSGY","Deutsche Post",45934062100,"Large","Services","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.44
"294","MET","Metlife",45898783200,"Large","Financial","Moderate Buy","Hold",0.5,"StrongSell",0.1379,"Negative",0.296,"Hold",0.42
"295","MAR","Marriott International",45888877300,"Large","Services","Moderate Buy","StrongBuy",1,"ModerateSell",0.2,"Positive",0.7295,"Hold",0.57
"296","AIG","American International Group",45811672300,"Large","Financial","Moderate Buy","Hold",0.5,"ModerateSell",0.3928,"Negative",0.1235,"Hold",0.48
"297","IBN","Icici Bank",45535780200,"Large","Financial",NA,"Hold",0.5,NA,NA,"Negative",0.2128,"Hold",0.52
"298","HUM","Humana",45187724000,"Large","Services","Moderate Buy","StrongBuy",1,"StrongSell",0.0597,"Positive",0.8593,"Hold",0.48
"299","BK","BNY Mellon",45160085000,"Large","Financial","Hold","StrongBuy",1,"ModerateSell",0.3333,"Positive",0.6948,"Hold",0.56
"300","AEP","American Electric Power",45122515200,"Large","Utilities","Moderate Buy","Hold",0.5,"StrongSell",0.1818,"Positive",0.8103,"ModerateSell",0.38
"301","EMR","Emerson Electric Company",44992114400,"Large","Industrial Goods","Moderate Buy","StrongBuy",1,"ModerateSell",0.30765,"Positive",0.8738,"StrongSell",0.12
"302","ING","ING Group",44881689600,"Large","Financial","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.9391,"Hold",0.51
"303","NNDNF","Nidec",44862024900,"Large","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"304","LHX","L3Harris Technologies",44453960800,"Large","Consumer Goods","Strong Buy","Hold",0.5,"StrongSell",0.1333,"Negative",0.0172,"StrongBuy",0.84
"305","KMI","Kinder Morgan",44416061700,"Large","Consumer Goods","Moderate Buy","StrongBuy",1,"ModerateSell",0.37035,"Negative",0.2358,"ModerateBuy",0.6
"306","ISNPY","Intesa Sanpaolo",44229348600,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"307","UBS","UBS Group AG",44118958500,"Large","Financial","Hold","Hold",0.5,"StrongSell",0.0714,"Neutral",0.4654,"Hold",0.53
"308","NJDCY","Nidec",43665355400,"Large","Industrial Goods",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.48
"309","AMD","Advanced Micro Devices",43598614500,"Large","Technology","Moderate Buy","StrongBuy",1,"ModerateSell",0.23525,"Negative",0.1729,"StrongBuy",1
"310","KDP","Keurig Dr Pepper",43526082600,"Large","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0.19045,"Negative",0.1976,"Hold",0.5
"311","BCE","BCE",43440378300,"Large","Technology","Strong Buy","Hold",0.5,"Hold",0.5,"Neutral",0.4858,"Hold",0.46
"312","ORAN","Orange SA",43293206400,"Large","Technology","Moderate Buy","Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.45
"313","SHECF","Shin-Etsu Chemical Co",43210265000,"Large","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"314","EXC","Exelon",43161639600,"Large","Utilities","Strong Buy","StrongBuy",1,"ModerateSell",0.26665,"Negative",0.3771,"Hold",0.44
"315","MCO","Moody's",42795296000,"Large","Services","Moderate Buy","Hold",0.5,"ModerateSell",0.23255,"Positive",0.6378,"Hold",0.5
"316","PGR","Progressive",42707221500,"Large","Financial","Moderate Buy","StrongBuy",1,"ModerateSell",0.30765,"Negative",0.2191,"ModerateSell",0.34
"317","INFY","Infosys",42220243200,"Large","Technology","Hold","ModerateSell",0.25,"ModerateSell",0.29165,"Negative",0.227,"ModerateBuy",0.69
"318","DKILF","DAIKIN INDUSTRIES",42200770200,"Large","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"319","ATVI","Activision Blizzard",42123695800,"Large","Technology","Strong Buy","StrongBuy",1,"StrongSell",0.08215,"Positive",0.8569,"StrongBuy",1
"320","SUHJF","Sun Hung Kai Properties",42017810000,"Large","Financial",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,NA,NA
"321","ROST","Ross Stores",42014939500,"Large","Services","Moderate Buy","StrongBuy",1,"Hold",0.4,"Negative",0.2455,"Hold",0.54
"322","PHG","Koninklijke Philips",41944342200,"Large","Consumer Goods","Moderate Buy","StrongBuy",1,"ModerateBuy",0.72915,"Negative",0.2239,"Hold",0.44
"323","BBT","BB&T",41932100200,"Large","Financial","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.8898,"Hold",0.5
"324","BAX","Baxter International",41850275300,"Large","Healthcare","Strong Buy","ModerateSell",0.3333,"Hold",0.54465,"Positive",0.9779,"ModerateBuy",0.62
"325","FDX","FedEx",41758645500,"Large","Services","Moderate Buy","StrongBuy",1,"ModerateSell",0.2,"Positive",0.7012,"ModerateBuy",0.68
"326","ADI","Analog Devices",41724407700,"Large","Technology","Strong Buy","ModerateSell",0.3333,"StrongBuy",0.9021,"Negative",0.181,"Hold",0.54
"327","NILSY","MMC Norilsk Nickel PJSC",41586786000,"Large","Materials","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.49
"328","DSKYF","Daiichi Sankyo Company",41546618100,"Large","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"329","SRE","Sempra Energy",41514823900,"Large","Utilities","Moderate Buy","Hold",0.5,"StrongSell",0,"Positive",0.975,"Hold",0.5
"330","CJPRF","Central Japan Railway Company",41436501400,"Large","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"331","GLNCY","Glencore",41363125000,"Large","Materials",NA,"Hold",0.5,"ModerateSell",0.3333,"Neutral",0.5,"Hold",0.52
"332","MURGY","Muenchener Rueckversicherungs",41293517000,"Large","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"333","EOG","EOG Resources",41247067600,"Large","Materials","Moderate Buy","StrongBuy",1,"ModerateSell",0.30765,"Positive",0.7761,"Hold",0.46
"334","SYY","Sysco",41098784800,"Large","Services","Moderate Buy","Hold",0.5,"StrongSell",0.1176,"Negative",0.1862,"Hold",0.51
"335","DASTY","Dassault Systemes SA",40906560200,"Large","Technology","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.46
"336","JAPAF","Japan Tobacco",40886090000,"Large","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"337","WDAY","Workday",40839360000,"Large","Technology","Moderate Buy","StrongBuy",1,"Hold",0.42105,"Positive",0.8915,"ModerateBuy",0.61
"338","REGN","Regeneron",40514724000,"Large","Healthcare","Moderate Buy","StrongBuy",1,"ModerateSell",0.29165,"Negative",0.2758,"StrongBuy",0.99
"339","DG","Dollar General",40452220500,"Large","Services","Moderate Buy","StrongBuy",1,"Hold",0.4991,"Neutral",0.4048,"ModerateBuy",0.62
"340","CHWRF","China Tower",40446868200,"Large","Services","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"341","NTES","NetEase",40348662500,"Large","Technology","Strong Buy","StrongBuy",1,"ModerateSell",0.2222,"Negative",0.15,"ModerateBuy",0.74
